ensembl,symbol,description,log2FoldChange,pvalue,padj,206221_sp_7d_tg,206220_sp_7d_tg,206222_sp_7d_tg,206218_sp_7d_tg,206333_sp_7d_tg,206334_sp_7d_tg,206346_sp_7d_wt,193373_sp_7d_wt,193377_sp_7d_wt,206219_sp_7d_wt,206332_sp_7d_wt,206217_sp_7d_wt
ENSMUSG00000079293,Clec7a,"C-type lectin domain family 7, member a [Source:MGI Symbol;Acc:MGI:1861431]",-0.346907757,0.256038781,0.40449807,40,114,31,130,99,161,132,64,84,122,143,157
ENSMUSG00000032026,Rexo2,RNA exonuclease 2 [Source:MGI Symbol;Acc:MGI:1888981],0.134465899,0.256012699,0.40449807,351,417,329,400,329,364,338,348,288,364,268,304
ENSMUSG00000015522,Arnt,aryl hydrocarbon receptor nuclear translocator [Source:MGI Symbol;Acc:MGI:88071],0.130666905,0.256205411,0.404705626,127,183,128,146,147,131,155,115,111,133,111,131
ENSMUSG00000097343,9030407P20Rik,RIKEN cDNA 9030407P20 gene [Source:MGI Symbol;Acc:MGI:1918818],-0.508617177,0.256217595,0.404705626,7,3,6,12,4,10,15,6,16,5,5,12
ENSMUSG00000036632,Alg5,asparagine-linked glycosylation 5 (dolichyl-phosphate beta-glucosyltransferase) [Source:MGI Symbol;Acc:MGI:1913498],0.140862819,0.256250473,0.404727835,227,208,202,220,216,237,215,215,198,163,154,199
ENSMUSG00000102617,Gm37842,"predicted gene, 37842 [Source:MGI Symbol;Acc:MGI:5611070]",1.529109912,0.256284805,0.404752336,0,2,3,0,0,4,0,1,1,1,0,0
ENSMUSG00000090084,Srpx,sushi-repeat-containing protein [Source:MGI Symbol;Acc:MGI:1858306],-0.494875298,0.256648199,0.405296484,3,16,10,11,6,4,6,9,12,18,5,18
ENSMUSG00000042357,Gjb5,"gap junction protein, beta 5 [Source:MGI Symbol;Acc:MGI:95723]",0.960373956,0.256832985,0.405558517,8,0,3,2,2,6,2,0,0,4,1,4
ENSMUSG00000101223,4930568A12Rik,RIKEN cDNA 4930568A12 gene [Source:MGI Symbol;Acc:MGI:1923133],1.227285787,0.256927809,0.405678467,1,1,1,8,3,0,1,0,0,2,0,3
ENSMUSG00000083287,Gm13502,predicted gene 13502 [Source:MGI Symbol;Acc:MGI:3649894],-0.645653519,0.257000722,0.405719691,4,1,3,4,4,6,6,6,12,4,3,2
ENSMUSG00000099696,2900052N01Rik,RIKEN cDNA 2900052N01 gene [Source:MGI Symbol;Acc:MGI:1920290],-0.645723094,0.256974438,0.405719691,3,4,0,11,10,2,4,11,4,11,5,9
ENSMUSG00000054836,Elp6,elongator acetyltransferase complex subunit 6 [Source:MGI Symbol;Acc:MGI:1919349],0.375660509,0.257010511,0.405719691,12,21,9,17,26,17,16,6,6,17,10,21
ENSMUSG00000069300,H2bc11,H2B clustered histone 11 [Source:MGI Symbol;Acc:MGI:2448388],-1.165583208,0.257068246,0.405781046,1,1,3,0,0,0,1,1,4,1,2,2
ENSMUSG00000057068,Fam47e,"family with sequence similarity 47, member E [Source:MGI Symbol;Acc:MGI:2686227]",-2.457006721,0.257135581,0.405827764,3,0,0,0,0,0,0,0,5,0,5,7
ENSMUSG00000072683,Gm7457,predicted gene 7457 [Source:MGI Symbol;Acc:MGI:3648132],-0.437084688,0.25713387,0.405827764,10,3,12,12,29,23,33,12,14,18,16,25
ENSMUSG00000105230,Gm42433,predicted gene 42433 [Source:MGI Symbol;Acc:MGI:5662570],-1.073277024,0.257181038,0.405869723,0,1,3,0,2,1,2,6,1,3,0,2
ENSMUSG00000041096,Tspyl2,TSPY-like 2 [Source:MGI Symbol;Acc:MGI:106244],-0.314688244,0.257313981,0.406049731,18,13,12,18,20,11,18,21,12,19,17,23
ENSMUSG00000047592,Nxpe5,"neurexophilin and PC-esterase domain family, member 5 [Source:MGI Symbol;Acc:MGI:3584036]",0.68474698,0.257410219,0.406171797,3,4,3,2,6,7,4,2,2,2,2,3
ENSMUSG00000104990,Gm43504,predicted gene 43504 [Source:MGI Symbol;Acc:MGI:5663641],1.647563459,0.257536615,0.406311619,0,1,2,0,2,2,2,0,0,0,0,0
ENSMUSG00000086550,Pla2g10os,"phospholipase A2, group X, opposite strand [Source:MGI Symbol;Acc:MGI:1923934]",-1.343814126,0.257536513,0.406311619,0,1,0,1,0,2,2,1,0,4,0,3
ENSMUSG00000098120,Gm5914,predicted gene 5914 [Source:MGI Symbol;Acc:MGI:3779534],-0.50044732,0.257646245,0.406454763,4,5,12,3,10,15,17,3,10,12,14,12
ENSMUSG00000031865,Dctn1,dynactin 1 [Source:MGI Symbol;Acc:MGI:107745],-0.170686691,0.257876653,0.40678841,123,99,112,113,128,105,147,111,103,93,149,135
ENSMUSG00000108640,Gm44508,predicted gene 44508 [Source:MGI Symbol;Acc:MGI:5753084],0.944087159,0.257977994,0.406888583,2,2,2,4,2,2,1,2,1,2,0,1
ENSMUSG00000091509,Gm17066,predicted gene 17066 [Source:MGI Symbol;Acc:MGI:4937893],0.143807694,0.257975004,0.406888583,444,665,396,419,428,375,446,274,382,404,324,562
ENSMUSG00000047603,Zfp235,zinc finger protein 235 [Source:MGI Symbol;Acc:MGI:1929117],-0.265814181,0.258018296,0.406922306,28,25,25,24,18,15,28,22,22,31,24,30
ENSMUSG00000027947,Il6ra,"interleukin 6 receptor, alpha [Source:MGI Symbol;Acc:MGI:105304]",0.184281821,0.25819132,0.407165326,72,103,85,103,108,82,72,72,62,108,55,100
ENSMUSG00000110276,Gm45330,predicted gene 45330 [Source:MGI Symbol;Acc:MGI:5791166],-1.018946006,0.258287852,0.407287692,1,2,1,4,0,1,4,0,3,8,0,3
ENSMUSG00000025064,Col17a1,"collagen, type XVII, alpha 1 [Source:MGI Symbol;Acc:MGI:88450]",1.164135255,0.258328509,0.407321939,0,2,0,4,6,2,3,0,1,1,0,1
ENSMUSG00000028656,Cap1,"CAP, adenylate cyclase-associated protein 1 (yeast) [Source:MGI Symbol;Acc:MGI:88262]",-0.17214831,0.258347708,0.407322348,118,150,148,141,156,149,146,188,182,136,137,136
ENSMUSG00000081264,Gm14021,predicted gene 14021 [Source:MGI Symbol;Acc:MGI:3651447],1.043979689,0.258392242,0.40735276,1,4,1,3,1,3,2,1,2,1,0,0
ENSMUSG00000049907,Rasl11b,"RAS-like, family 11, member B [Source:MGI Symbol;Acc:MGI:1916189]",-0.304081158,0.258404878,0.40735276,28,52,42,63,90,62,67,26,54,63,75,121
ENSMUSG00000030279,C2cd5,C2 calcium-dependent domain containing 5 [Source:MGI Symbol;Acc:MGI:1921991],-0.173372816,0.258427281,0.407358219,184,251,152,186,200,130,258,125,172,241,156,252
ENSMUSG00000031201,Brcc3,"BRCA1/BRCA2-containing complex, subunit 3 [Source:MGI Symbol;Acc:MGI:2389572]",-0.134443982,0.258516689,0.407469288,102,148,105,104,114,115,134,106,136,116,95,140
ENSMUSG00000048970,C1galt1c1,C1GALT1-specific chaperone 1 [Source:MGI Symbol;Acc:MGI:1913493],-0.173218574,0.258560981,0.407509235,107,167,77,119,109,99,151,117,94,133,114,119
ENSMUSG00000115600,Gm49299,"predicted gene, 49299 [Source:MGI Symbol;Acc:MGI:6118794]",0.345115662,0.258613093,0.407543366,16,27,18,9,20,16,10,8,13,13,18,18
ENSMUSG00000079061,Gm11042,predicted gene 11042 [Source:MGI Symbol;Acc:MGI:3779266],-0.954798985,0.258620536,0.407543366,1,2,4,1,0,0,3,4,1,3,2,2
ENSMUSG00000010376,Nedd8,"neural precursor cell expressed, developmentally down-regulated gene 8 [Source:MGI Symbol;Acc:MGI:97301]",-0.108857499,0.258655278,0.407568251,894,990,864,826,952,939,1120,936,868,812,969,946
ENSMUSG00000062906,Hdac10,histone deacetylase 10 [Source:MGI Symbol;Acc:MGI:2158340],0.384832465,0.258681733,0.407580076,15,17,11,18,24,13,19,16,11,3,8,15
ENSMUSG00000085852,Gm13807,predicted gene 13807 [Source:MGI Symbol;Acc:MGI:3650023],-0.47839627,0.258819593,0.407767415,11,7,5,10,4,8,8,19,7,10,5,11
ENSMUSG00000002052,Supt6,"SPT6, histone chaperone and transcription elongation factor [Source:MGI Symbol;Acc:MGI:107726]",-0.125800984,0.258847003,0.407780727,488,558,515,549,578,642,712,589,510,480,584,620
ENSMUSG00000002280,Ciao3,cytosolic iron-sulfur assembly component 3 [Source:MGI Symbol;Acc:MGI:1914813],-0.160433339,0.258893463,0.407824046,80,90,80,75,91,84,118,60,75,87,82,121
ENSMUSG00000067224,Gm3695,predicted gene 3695 [Source:MGI Symbol;Acc:MGI:3781871],-1.513762615,0.258932688,0.407855963,1,1,0,2,0,0,2,1,0,0,0,9
ENSMUSG00000016918,Sulf1,sulfatase 1 [Source:MGI Symbol;Acc:MGI:2138563],0.351445322,0.258995883,0.407925628,16,30,23,34,31,30,12,14,15,38,11,35
ENSMUSG00000110301,Gm35363,"predicted gene, 35363 [Source:MGI Symbol;Acc:MGI:5594522]",0.515474566,0.259075112,0.408020536,8,10,5,9,11,6,4,9,4,4,9,2
ENSMUSG00000001119,Col6a1,"collagen, type VI, alpha 1 [Source:MGI Symbol;Acc:MGI:88459]",0.164956965,0.259178417,0.408033834,185,217,225,296,213,249,217,198,146,227,166,244
ENSMUSG00000032609,Klhdc8b,kelch domain containing 8B [Source:MGI Symbol;Acc:MGI:1925517],-0.276896713,0.25916942,0.408033834,29,42,26,37,26,15,35,28,44,34,18,46
ENSMUSG00000037958,Nsrp1,nuclear speckle regulatory protein 1 [Source:MGI Symbol;Acc:MGI:2144305],-0.10369307,0.259134257,0.408033834,448,486,370,442,534,433,548,359,452,394,480,579
ENSMUSG00000020917,Acly,ATP citrate lyase [Source:MGI Symbol;Acc:MGI:103251],-0.17264515,0.259143888,0.408033834,142,169,134,172,171,169,195,204,194,156,145,131
ENSMUSG00000049436,Upk1b,uroplakin 1B [Source:MGI Symbol;Acc:MGI:98912],-0.319444327,0.259120721,0.408033834,27,14,20,17,14,24,21,19,20,36,24,20
ENSMUSG00000112117,Rmst,rhabdomyosarcoma 2 associated transcript (non-coding RNA) [Source:MGI Symbol;Acc:MGI:1099806],0.644356485,0.259261253,0.408134371,8,3,6,5,3,4,1,2,4,4,4,3
ENSMUSG00000031153,Gripap1,GRIP1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1859616],0.104102057,0.259370901,0.408247217,255,285,212,242,271,219,237,209,186,222,200,275
ENSMUSG00000043154,Ppp2r3a,"protein phosphatase 2, regulatory subunit B'', alpha [Source:MGI Symbol;Acc:MGI:2442104]",0.172718873,0.259368313,0.408247217,158,164,206,154,213,198,182,181,116,147,124,188
ENSMUSG00000085112,A530072M11Rik,RIKEN cDNA gene A530072M11 [Source:MGI Symbol;Acc:MGI:4440477],0.822203737,0.259414737,0.408256457,2,2,4,8,2,2,1,1,4,1,2,2
ENSMUSG00000059278,Naa38,"N(alpha)-acetyltransferase 38, NatC auxiliary subunit [Source:MGI Symbol;Acc:MGI:1925554]",0.169519811,0.259411148,0.408256457,236,234,197,204,261,301,182,176,283,168,200,213
ENSMUSG00000097025,Gm26558,"predicted gene, 26558 [Source:MGI Symbol;Acc:MGI:5477052]",-1.480040263,0.259477296,0.408318489,1,1,0,2,0,0,0,0,6,0,1,4
ENSMUSG00000053414,Hunk,hormonally upregulated Neu-associated kinase [Source:MGI Symbol;Acc:MGI:1347352],-0.440720645,0.259492124,0.408318489,12,6,8,16,20,15,21,3,10,22,23,23
ENSMUSG00000034958,Atcay,"ataxia, cerebellar, Cayman type [Source:MGI Symbol;Acc:MGI:2448730]",-1.570328355,0.259511642,0.408319328,0,0,0,0,0,3,2,0,2,0,2,3
ENSMUSG00000110887,Cbx3-ps8,"chromobox 3, pseudogene 8 [Source:MGI Symbol;Acc:MGI:3648352]",-0.631659707,0.259620794,0.408431308,2,7,2,11,8,3,6,8,16,1,4,14
ENSMUSG00000116564,Riok2,RIO kinase 2 [Source:MGI Symbol;Acc:MGI:1914295],0.223137684,0.259618897,0.408431308,62,104,62,55,108,90,80,38,54,62,57,109
ENSMUSG00000112925,Gm31763,"predicted gene, 31763 [Source:MGI Symbol;Acc:MGI:5590922]",0.339646665,0.259678001,0.408491425,16,20,14,15,16,12,10,11,12,14,6,18
ENSMUSG00000113479,Gm47796,"predicted gene, 47796 [Source:MGI Symbol;Acc:MGI:6096970]",-1.506244405,0.259702247,0.408499687,0,0,2,1,0,0,0,2,1,3,2,0
ENSMUSG00000032705,Exd2,exonuclease 3'-5' domain containing 2 [Source:MGI Symbol;Acc:MGI:1922485],0.299594485,0.259792332,0.408611503,17,26,27,18,22,16,23,16,15,12,13,20
ENSMUSG00000037552,Plekhg2,"pleckstrin homology domain containing, family G (with RhoGef domain) member 2 [Source:MGI Symbol;Acc:MGI:2141874]",0.183481075,0.259848592,0.408670104,71,68,62,82,118,78,71,62,73,70,48,82
ENSMUSG00000098657,Gm27675,"predicted gene, 27675 [Source:MGI Symbol;Acc:MGI:5531057]",-1.385458132,0.259917863,0.408715189,0,0,0,2,2,0,2,2,0,4,0,2
ENSMUSG00000064427,Gm22748,"predicted gene, 22748 [Source:MGI Symbol;Acc:MGI:5452525]",0.331852221,0.259912713,0.408715189,61,240,89,133,161,115,98,155,117,59,95,55
ENSMUSG00000007670,Khsrp,KH-type splicing regulatory protein [Source:MGI Symbol;Acc:MGI:1336214],-0.108204671,0.259934271,0.408715189,222,216,168,190,228,191,234,172,198,194,207,258
ENSMUSG00000038895,Zfp653,zinc finger protein 653 [Source:MGI Symbol;Acc:MGI:2442362],-0.384466017,0.259999481,0.408757955,5,24,20,11,38,30,25,16,22,38,30,28
ENSMUSG00000087330,Bloodlinc,"Bloodlinc, erythroid developmental long intergenic non-protein coding transcript [Source:MGI Symbol;Acc:MGI:3650929]",-1.527241093,0.259981837,0.408757955,1,2,0,0,0,0,0,1,0,3,3,1
ENSMUSG00000024761,Gm16437,predicted pseudogene 16437 [Source:MGI Symbol;Acc:MGI:3644508],0.472239462,0.260197784,0.409039818,11,9,12,12,10,15,9,2,4,14,14,5
ENSMUSG00000018209,Stk4,serine/threonine kinase 4 [Source:MGI Symbol;Acc:MGI:1929004],0.112437042,0.260236383,0.409070595,317,331,279,262,371,277,342,218,247,276,258,296
ENSMUSG00000037336,Mfsd2b,major facilitator superfamily domain containing 2B [Source:MGI Symbol;Acc:MGI:3583946],-0.851096863,0.2602747,0.409100926,3,3,1,3,1,0,3,4,6,3,0,3
ENSMUSG00000022159,Rab2b,"RAB2B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1923588]",-0.326744026,0.260430115,0.409315293,14,20,18,17,10,20,22,26,11,22,20,18
ENSMUSG00000026874,Hc,hemolytic complement [Source:MGI Symbol;Acc:MGI:96031],-1.544901416,0.260583146,0.409466043,1,0,1,0,1,0,5,0,0,1,0,3
ENSMUSG00000001123,Lgals9,"lectin, galactose binding, soluble 9 [Source:MGI Symbol;Acc:MGI:109496]",-0.147378857,0.260575296,0.409466043,1557,1075,1220,1691,1268,1430,1591,1448,1492,1329,1374,1608
ENSMUSG00000100277,1810053B23Rik,RIKEN cDNA 1810053B23 gene [Source:MGI Symbol;Acc:MGI:1917107],1.686571859,0.26057036,0.409466043,0,0,0,11,1,1,0,0,0,3,0,1
ENSMUSG00000103233,Gm37159,"predicted gene, 37159 [Source:MGI Symbol;Acc:MGI:5610387]",-0.475288338,0.260726857,0.409661932,16,9,3,8,9,5,10,5,9,22,9,12
ENSMUSG00000022311,Csmd3,CUB and Sushi multiple domains 3 [Source:MGI Symbol;Acc:MGI:2386403],1.23476824,0.260772725,0.409704069,2,0,3,4,3,0,2,2,0,0,0,1
ENSMUSG00000116852,1700102H20Rik,RIKEN cDNA 1700102H20 gene [Source:MGI Symbol;Acc:MGI:1915480],-1.123168344,0.260998185,0.41002834,4,1,1,0,0,0,4,2,2,2,0,3
ENSMUSG00000024109,Nrxn1,neurexin I [Source:MGI Symbol;Acc:MGI:1096391],0.374089402,0.261049581,0.410079128,20,18,6,16,24,14,17,10,6,10,10,20
ENSMUSG00000047654,Tssk6,testis-specific serine kinase 6 [Source:MGI Symbol;Acc:MGI:2148775],-1.053700453,0.261092201,0.410116124,1,0,0,1,1,3,1,2,2,4,1,2
ENSMUSG00000097057,Gm17638,"predicted gene, 17638 [Source:MGI Symbol;Acc:MGI:4937272]",0.375774198,0.261253773,0.410339947,9,16,12,13,13,10,10,7,10,12,7,8
ENSMUSG00000090222,Ifi203-ps,"interferon activated gene 203, pseudogene [Source:MGI Symbol;Acc:MGI:3840117]",0.534225959,0.261313875,0.410344444,15,17,2,8,9,7,7,2,8,3,11,7
ENSMUSG00000105691,Gm42876,predicted gene 42876 [Source:MGI Symbol;Acc:MGI:5663013],0.310058303,0.261300424,0.410344444,20,26,22,13,20,17,18,15,11,19,9,20
ENSMUSG00000032017,Grik4,"glutamate receptor, ionotropic, kainate 4 [Source:MGI Symbol;Acc:MGI:95817]",-0.60133514,0.261279372,0.410344444,4,3,4,6,6,6,7,0,8,10,3,16
ENSMUSG00000037674,Rfx7,"regulatory factor X, 7 [Source:MGI Symbol;Acc:MGI:2442675]",-0.190602357,0.261339379,0.410354532,147,196,120,106,126,118,160,100,176,151,94,222
ENSMUSG00000060780,Lrrtm1,leucine rich repeat transmembrane neuronal 1 [Source:MGI Symbol;Acc:MGI:2389173],-1.097083258,0.261507035,0.410587809,1,1,0,0,4,2,0,0,5,6,3,2
ENSMUSG00000074165,Zfp788,zinc finger protein 788 [Source:MGI Symbol;Acc:MGI:1914857],-0.303284531,0.26154076,0.410610784,19,14,24,18,15,19,19,15,19,22,20,37
ENSMUSG00000103783,Gm37522,"predicted gene, 37522 [Source:MGI Symbol;Acc:MGI:5610750]",0.553136413,0.261563726,0.410616866,6,14,4,10,7,7,4,8,10,2,1,6
ENSMUSG00000058396,Gpr182,G protein-coupled receptor 182 [Source:MGI Symbol;Acc:MGI:109545],0.328225247,0.261657326,0.410733823,17,14,16,20,23,16,13,10,11,20,16,11
ENSMUSG00000035437,Rabgap1,RAB GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:2385139],0.107834249,0.261825826,0.410917441,252,288,204,216,281,273,236,210,233,220,211,236
ENSMUSG00000094372,Gm21839,"predicted gene, 21839 [Source:MGI Symbol;Acc:MGI:5434003]",0.28479718,0.261850725,0.410917441,16,26,20,20,35,26,24,16,14,14,19,26
ENSMUSG00000109420,Gm44702,predicted gene 44702 [Source:MGI Symbol;Acc:MGI:5753278],-0.998545046,0.261829777,0.410917441,0,4,2,2,0,1,4,1,0,3,7,2
ENSMUSG00000074500,Zfp558,zinc finger protein 558 [Source:MGI Symbol;Acc:MGI:1921681],-1.205849857,0.261833641,0.410917441,0,1,1,1,0,1,1,1,1,1,2,3
ENSMUSG00000097930,C330002G04Rik,RIKEN cDNA C330002G04 gene [Source:MGI Symbol;Acc:MGI:1924860],-1.174485113,0.261881483,0.410935726,2,0,0,2,1,0,2,0,4,1,2,2
ENSMUSG00000026123,Plekhb2,"pleckstrin homology domain containing, family B (evectins) member 2 [Source:MGI Symbol;Acc:MGI:2385825]",0.116576896,0.26191663,0.410960893,1229,1187,1213,1101,1344,1306,1195,1042,1209,853,1066,1194
ENSMUSG00000116504,I730030J21Rik,RIKEN cDNA I730030J21 gene [Source:MGI Symbol;Acc:MGI:3588279],-0.979678351,0.261936099,0.41096146,0,2,0,1,3,1,2,2,3,3,1,2
ENSMUSG00000102899,Gm37850,"predicted gene, 37850 [Source:MGI Symbol;Acc:MGI:5611078]",-0.308703227,0.262114204,0.411210897,23,39,50,36,34,24,36,55,25,61,26,42
ENSMUSG00000087578,Ccdc142os,"coiled-coil domain containing 142, opposite strand [Source:MGI Symbol;Acc:MGI:3783052]",0.82031014,0.262207319,0.411326974,1,1,3,7,6,2,2,1,2,1,2,3
ENSMUSG00000063714,Sp3os,"trans-acting transcription factor 3, opposite strand [Source:MGI Symbol;Acc:MGI:1914936]",-0.229441178,0.262276925,0.411376154,30,36,48,30,30,42,36,33,40,47,38,52
ENSMUSG00000079043,Fastkd5,FAST kinase domains 5 [Source:MGI Symbol;Acc:MGI:2139469],-0.272106118,0.262261266,0.411376154,25,24,17,20,18,18,34,24,20,22,18,24
ENSMUSG00000028373,Astn2,astrotactin 2 [Source:MGI Symbol;Acc:MGI:1889277],-0.865349808,0.262352709,0.411465013,1,5,0,0,2,2,4,3,3,2,3,2
ENSMUSG00000068742,Cry2,cryptochrome 2 (photolyase-like) [Source:MGI Symbol;Acc:MGI:1270859],-0.15705103,0.26238609,0.411487358,84,86,77,68,89,86,84,72,100,78,97,94
ENSMUSG00000052137,Rbm12b2,RNA binding motif protein 12 B2 [Source:MGI Symbol;Acc:MGI:1924854],0.277307504,0.262478377,0.411602075,22,37,23,29,19,21,20,16,27,18,15,24
ENSMUSG00000047786,Lix1,limb and CNS expressed 1 [Source:MGI Symbol;Acc:MGI:1913893],-0.861140436,0.262508722,0.411619648,3,1,0,0,5,3,6,3,1,6,1,4
ENSMUSG00000036381,P2ry14,"purinergic receptor P2Y, G-protein coupled, 14 [Source:MGI Symbol;Acc:MGI:2155705]",0.279092506,0.262530649,0.411624018,27,50,51,56,71,66,60,27,33,61,42,31
ENSMUSG00000074918,Inafm2,InaF motif containing 2 [Source:MGI Symbol;Acc:MGI:1915354],0.19080348,0.262565659,0.411624718,80,91,60,70,78,69,73,66,59,68,31,82
ENSMUSG00000028692,Akr1a1,"aldo-keto reductase family 1, member A1 (aldehyde reductase) [Source:MGI Symbol;Acc:MGI:1929955]",-0.11971104,0.262569373,0.411624718,2335,2476,1954,1979,2339,2366,2326,1799,2695,1944,2624,2660
ENSMUSG00000027318,Adam33,a disintegrin and metallopeptidase domain 33 [Source:MGI Symbol;Acc:MGI:1341813],0.281271562,0.262620859,0.411675423,22,42,33,30,26,19,20,20,28,20,14,35
ENSMUSG00000037860,Aim2,absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159],-0.225595483,0.262686452,0.411748235,29,47,36,58,80,43,51,55,54,52,53,61
ENSMUSG00000045746,B230317F23Rik,RIKEN cDNA B230317F23 gene [Source:MGI Symbol;Acc:MGI:2443920],-0.532743258,0.262992291,0.412137512,2,5,1,12,9,8,10,12,5,9,5,10
ENSMUSG00000021244,Ylpm1,YLP motif containing 1 [Source:MGI Symbol;Acc:MGI:1926195],-0.133052416,0.262982827,0.412137512,436,533,377,356,420,360,451,304,396,448,511,505
ENSMUSG00000023052,Npff,neuropeptide FF-amide peptide precursor [Source:MGI Symbol;Acc:MGI:1891708],-0.59222839,0.262960038,0.412137512,4,2,6,4,4,2,8,6,3,4,7,4
ENSMUSG00000058831,Opn1sw,"opsin 1 (cone pigments), short-wave-sensitive (color blindness, tritan) [Source:MGI Symbol;Acc:MGI:99438]",-0.732010617,0.263200188,0.412403209,3,5,2,4,6,0,2,2,1,10,6,11
ENSMUSG00000038976,Ppp1r9b,"protein phosphatase 1, regulatory subunit 9B [Source:MGI Symbol;Acc:MGI:2387581]",0.131577341,0.263195135,0.412403209,192,198,167,222,187,182,199,174,150,147,164,173
ENSMUSG00000116397,Gm49525,"predicted gene, 49525 [Source:MGI Symbol;Acc:MGI:6155223]",1.170678566,0.263237434,0.412431521,1,0,3,5,3,3,2,0,0,0,0,5
ENSMUSG00000008475,Arpc5,"actin related protein 2/3 complex, subunit 5 [Source:MGI Symbol;Acc:MGI:1915021]",0.113757966,0.263273333,0.41245772,635,741,596,619,655,711,597,594,632,472,593,612
ENSMUSG00000068115,Ninl,ninein-like [Source:MGI Symbol;Acc:MGI:1925427],-0.326718499,0.263450992,0.412675928,6,22,17,18,15,14,16,16,18,25,13,23
ENSMUSG00000043635,Adamts3,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3 [Source:MGI Symbol;Acc:MGI:3045353]",0.67320401,0.263440082,0.412675928,1,11,4,7,3,4,3,2,1,3,4,5
ENSMUSG00000089842,Pitpnm2os2,"phosphatidylinositol transfer protein, membrane-associated 2, opposite strand 2 [Source:MGI Symbol;Acc:MGI:3840147]",0.927116948,0.263494748,0.412714408,1,4,7,2,4,1,4,1,0,0,1,4
ENSMUSG00000114596,Gm47523,"predicted gene, 47523 [Source:MGI Symbol;Acc:MGI:6096522]",-0.818989361,0.263618786,0.412878622,1,1,1,3,2,2,3,2,1,5,3,3
ENSMUSG00000030559,Rab38,"RAB38, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1919683]",-0.642331866,0.263727531,0.413018861,5,4,4,2,6,1,2,8,7,6,1,9
ENSMUSG00000052248,Zeb2os,"zinc finger E-box binding homeobox 2, opposite strand [Source:MGI Symbol;Acc:MGI:3652108]",-0.251676442,0.263772763,0.413055821,27,24,21,34,44,31,32,36,28,47,29,34
ENSMUSG00000106739,Gm43499,predicted gene 43499 [Source:MGI Symbol;Acc:MGI:5663636],-0.266109016,0.263789543,0.413055821,22,31,14,26,37,20,25,27,22,32,23,44
ENSMUSG00000023353,Agap3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:MGI Symbol;Acc:MGI:2183446]",0.140248588,0.264017857,0.413262885,123,117,130,115,126,134,100,105,103,115,100,130
ENSMUSG00000106375,Gm43361,predicted gene 43361 [Source:MGI Symbol;Acc:MGI:5663498],-0.220286519,0.263961832,0.413262885,42,50,36,46,66,40,72,53,38,50,31,71
ENSMUSG00000107215,Gm43197,predicted gene 43197 [Source:MGI Symbol;Acc:MGI:5663334],1.794399996,0.26400599,0.413262885,2,0,0,1,5,0,0,2,0,0,0,0
ENSMUSG00000022211,Carmil3,capping protein regulator and myosin 1 linker 3 [Source:MGI Symbol;Acc:MGI:2448573],-0.939482859,0.263950129,0.413262885,1,1,3,3,3,0,7,2,1,2,8,0
ENSMUSG00000115898,Gm49524,"predicted gene, 49524 [Source:MGI Symbol;Acc:MGI:6155221]",-1.085920565,0.264003872,0.413262885,0,3,1,1,2,0,1,2,0,7,1,3
ENSMUSG00000037152,Ndufc1,NADH:ubiquinone oxidoreductase subunit C1 [Source:MGI Symbol;Acc:MGI:1913627],-0.096129667,0.264065721,0.413307725,763,836,793,684,794,833,899,634,878,777,758,920
ENSMUSG00000040263,Klhdc4,kelch domain containing 4 [Source:MGI Symbol;Acc:MGI:2384569],-0.149494133,0.264211309,0.413505503,94,129,97,92,120,92,104,89,142,109,103,116
ENSMUSG00000090381,Gm6158,predicted gene 6158 [Source:MGI Symbol;Acc:MGI:3779562],0.606413338,0.264313705,0.413605563,8,18,10,15,7,6,3,3,11,5,0,20
ENSMUSG00000001029,Icam2,intercellular adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:96394],0.353295994,0.264306857,0.413605563,16,16,13,21,36,22,23,15,9,23,9,14
ENSMUSG00000114443,Gm19241,"predicted gene, 19241 [Source:MGI Symbol;Acc:MGI:5011426]",-1.563257128,0.264353962,0.413638462,1,0,1,0,0,0,0,1,2,0,2,1
ENSMUSG00000024511,Rab27b,"RAB27B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1931295]",0.238228985,0.264425345,0.413720056,105,162,135,118,139,130,86,180,98,79,84,103
ENSMUSG00000115811,Gm41293,"predicted gene, 41293 [Source:MGI Symbol;Acc:MGI:5624178]",1.64684718,0.264591146,0.413919245,2,0,0,0,2,3,1,0,0,1,0,0
ENSMUSG00000117104,Gm49893,"predicted gene, 49893 [Source:MGI Symbol;Acc:MGI:6270583]",-1.674435923,0.264585452,0.413919245,1,0,0,0,0,1,0,0,2,1,0,4
ENSMUSG00000101225,1700008J07Rik,RIKEN cDNA 1700008J07 gene [Source:MGI Symbol;Acc:MGI:1916610],-0.383814113,0.264644959,0.413973316,12,14,10,10,6,8,14,11,10,18,6,17
