ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
MF,GO:0046914,transition metal ion binding,74/869,299/4798,0.0018550056563365904,0.022449354167502003,0.018490281945009197,Ace/Adh1/Agmo/Ahcy/Alad/Anpep/Aoc1/Apoa4/Arg2/Asah2/Blvra/Cda/Crip1/Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Cyp3a11/Cyp3a25/Cyp4f14/Ddx58/Dnmt1/Dnpep/Dpep1/Dpyd/Enpep/Erap1/Fen1/Fth1/Galnt1/Gda/Gtf2b/Hnf4a/Hnf4g/Lap3/Lmcd1/Lta4h/Mep1a/Mep1b/Mme/COX2/Naaladl1/Npepl1/Npepps/Nr3c1/Nudt12/Pck1/Pepd/Pml/Ppm1a/Rnpep/Rxra/Samhd1/Sc5d/Sec23a/Sec23b/Sec24a/Slfn9/Smpdl3a/Smpdl3b/Snrpc/Sord/Tcea3/Trim14/Trim2/Trim31/Trim32/Xdh/Xpnpep1/Zmiz1/Zzef1,74
MF,GO:0016835,carbon-oxygen lyase activity,12/869,28/4798,0.002031691050545733,0.024095855859472392,0.01984641363059411,Aco1/Alad/Auh/Cyp2s1/Echdc1/Eci1/Eno3/Fasn/Gmds/Hsd17b4/Ireb2/Pts,12
MF,GO:0015175,neutral amino acid transmembrane transporter activity,7/869,12/4798,0.0021192738825133203,0.024457875101133033,0.02014458870493606,Sfxn1/Sfxn2/Slc3a2/Slc43a2/Slc6a19/Slc7a8/Slc7a9,7
MF,GO:0016301,kinase activity,68/869,272/4798,0.0021447040560858646,0.024457875101133033,0.02014458870493606,Adck5/Adk/Atm/Bcr/Brd4/Camk1d/Cask/Cdk1/Cdk18/Cdk7/Chka/Chkb/Ckmt1/Cmpk2/Csk/Dapk2/Dapk3/Dgka/Dtymk/Dyrk1a/Eef2k/Erbb2/Erbb3/Fn3krp/Gne/Gucy2c/Ipmk/Kalrn/Khk/Ksr1/Lyn/Map2k6/Mapk1/Mapk13/Mapk14/Mapkapk3/Mertk/Mvk/Mylk/Nadk/Nek6/Nme3/Pak4/Pank3/Papss1/Pck1/Pdk2/Pdk3/Pfkfb4/Pik3r1/Pip5k1b/Pmvk/Prkg2/Ptk2/Ptk2b/Ptk6/Rbks/Rfk/Sgk2/Stk10/Stk38/Stk4/Styk1/Syk/Tlk1/Tpk1/Vrk2/Yes1,68
MF,GO:0033218,amide binding,41/869,148/4798,0.002301129220197345,0.025746596746736333,0.021206036905095694,Acadm/Ace/Acot12/Anpep/Apoa1/Cat/Cd36/Cd74/Crip1/Dbi/Dhcr24/Dhfr/Dld/Dpp4/Eci3/Enpep/Erap1/Fasn/Fkbp4/Gcdh/Gucy2c/H2-Aa/H2-Ab1/H2-K1/H2-T23/H2-T3/Hnf4a/Lbr/Mgst1/Mme/Nlrp6/Npepps/Pank3/Pcsk5/Pik3r1/Rnpep/Rxra/Scp2/Soat2/Tap1/Tap2,41
MF,GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",13/869,32/4798,0.002386340908401752,0.026205558494115537,0.021584058118877446,Akr1c18/Aldh1a1/Aldh1a7/Aldh1b1/Aldh1l1/Aldh3b1/Aldh6a1/Aldh9a1/Dhrs4/Dld/Far2/Fmo5/Rdh11,13
MF,GO:0050660,flavin adenine dinucleotide binding,18/869,51/4798,0.002522245891051284,0.027194396607152935,0.022398508965508056,Acad11/Acad8/Acadm/Acox1/Cyb5r3/Cyb5r4/Dao/Dhcr24/Dld/Dpyd/Dus3l/Fmo4/Fmo5/Gcdh/Ivd/Maob/Mical1/Xdh,18
MF,GO:0005319,lipid transporter activity,19/869,55/4798,0.002568129083729402,0.027194652618777414,0.02239871982801584,Abcb1a/Abcd1/Abcd3/Abcg5/Ano6/Ano9/Apoa1/Apoa4/Atp8b1/Cd36/Ceacam1/Fabp2/Mttp/Npc1l1/Scp2/Slc27a2/Slc27a4/Slc51b/Stard4,19
MF,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",61/869,242/4798,0.0029195650629823444,0.030373720742956672,0.02501714107523191,Adck5/Adk/Atm/Bcr/Brd4/Camk1d/Cask/Cdk1/Cdk18/Cdk7/Chka/Chkb/Csk/Dapk2/Dapk3/Dgka/Dyrk1a/Eef2k/Erbb2/Erbb3/Fn3krp/Gne/Gucy2c/Ipmk/Kalrn/Khk/Ksr1/Lyn/Map2k6/Mapk1/Mapk13/Mapk14/Mapkapk3/Mertk/Mvk/Mylk/Nadk/Nek6/Pak4/Pank3/Papss1/Pdk2/Pdk3/Pfkfb4/Pik3r1/Pip5k1b/Prkg2/Ptk2/Ptk2b/Ptk6/Rbks/Rfk/Sgk2/Stk10/Stk38/Stk4/Styk1/Syk/Tlk1/Vrk2/Yes1,61
MF,GO:0004715,non-membrane spanning protein tyrosine kinase activity,9/869,19/4798,0.0032662345542975395,0.03339443259824898,0.027505133088821385,Csk/Dyrk1a/Lyn/Ptk2/Ptk2b/Ptk6/Styk1/Syk/Yes1,9
MF,GO:0004888,transmembrane signaling receptor activity,15/869,41/4798,0.0038136206702433597,0.0383301196178697,0.031570383425386594,Cd74/Ctsh/Erbb2/Erbb3/Fas/Hpgd/L1cam/Mertk/Nlrp6/Pigr/Ptk2b/Ptprf/Ptprh/Sort1/Unc5cl,15
MF,GO:0004030,aldehyde dehydrogenase [NAD(P)+] activity,7/869,13/4798,0.0038796508242776215,0.03834388231327716,0.03158171899061081,Aldh1a1/Aldh1a7/Aldh1b1/Aldh1l1/Aldh3b1/Aldh9a1/Rdh11,7
MF,GO:0046906,tetrapyrrole binding,16/869,45/4798,0.00395737993218327,0.03847092294728982,0.03168635528098425,Cat/Cubn/Cyb5a/Cyb5r4/Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Cyp3a11/Cyp3a25/Cyp4f14/Prdx1/Tcn2,16
MF,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",12/869,30/4798,0.004057621744675962,0.038809188622465254,0.031964965866377704,Akr1c18/Aldh1a1/Aldh1a7/Aldh1b1/Aldh1l1/Aldh3b1/Aldh6a1/Aldh9a1/Dhrs4/Dld/Far2/Rdh11,12
MF,GO:0004713,protein tyrosine kinase activity,13/869,34/4798,0.004470758897634179,0.04208190517931854,0.034660520108642595,Csk/Dyrk1a/Erbb2/Erbb3/Lyn/Map2k6/Mertk/Ptk2/Ptk2b/Ptk6/Styk1/Syk/Yes1,13
MF,GO:0001784,phosphotyrosine residue binding,9/869,20/4798,0.004998361950703553,0.04560044056564933,0.03755854162148095,Bcar3/Grb2/Mapk1/Nck2/Pik3r1/Plcg2/Syk/Vav1/Yes1,9
MF,GO:0003684,damaged DNA binding,9/869,20/4798,0.004998361950703553,0.04560044056564933,0.03755854162148095,Apex1/Hmgb2/Msh2/Msh6/Pold1/Rad23a/Rpa1/Rpa2/Rpa3,9
